word,reading,meanings,level,example_ja,example_en
目上,めうえ,superior(s); senior,N2,彼は目上の人に対して丁重である。,He behaves respectfully toward his superiors.
目立つ,めだつ,to be conspicuous; to stand out,N2,林に竹が目立つ。,Bamboo stands out in the woods.
餅,もち,sticky rice cake,N2,餅屋は餅屋。,A specialist has his own strength.
問い合わせ,といあわせ,enquiry; ENQ,N2,彼の経歴を会社に問い合わせた。,I referred to the company for his work record.
問答,もんどう,questions and answers; dialogue,N2,何問答えた？,How many questions did you answer?
夜間,やかん,at night; nighttime,N2,夜間の外出は禁止です。,You must not go out at night.
夜行,やこう,walking around at night; night train; night travel,N2,猫は夜行性の動物だ。,Cats are active at night.
矢印,やじるし,directing arrow,N2,矢印は東京へ行く道を示す。,The arrow indicates the way to Tokyo.
役者,やくしゃ,actor; actress,N2,彼は役者中の役者だ。,He is an actor among actors.
役所,やくしょ,government office; public office,N2,あれが市役所だろう。,That must be the city hall.
役人,やくにん,government official,N2,役人への袖の下だよ。,It's a sop to Cerberus.
役目,やくめ,duty; business,N2,私の役目も終わりかな。,I wonder if my role is also at an end.
薬缶,やかん,kettle,N2,薬缶のお湯が沸いている。,The kettle is boiling.
薬局,やっきょく,pharmacy; drugstore,N2,薬局へ行って薬を買う。,I go to the pharmacy and buy medicine.
薬指,くすりゆび,ring finger,N2,薬指を曲げずに、小指だけを曲げれる？,Can you bend your pinky without bending your ring finger?
薬品,やくひん,medicine(s); chemical(s),N2,この化学薬品は細菌の繁殖を防ぐだろう。,This chemical will prevent germs from breeding.
訳す,やくす,to translate,N2,したことを言い訳するな。,Don't excuse what you have done.
油断,ゆだん,negligence; unpreparedness,N2,油断は禁物だよ。,You've got to be on your toes.
輸血,ゆけつ,blood transfusion,N2,輸血が必要です。,A blood transfusion is necessary.
輸送,ゆそう,transport; transportation,N2,商品は船で輸送された。,The goods were transported by ship.
勇ましい,いさましい,brave; valiant; gallant; courageous,N2,一人で原始林へ乗り込もうとは君はなんて勇ましいんだ。,How brave of you to go alone into the primaeval forest!
友好,ゆうこう,friendship,N2,彼は私達に友好的である。,He is very friendly to us.
悠々,ゆうゆう,quiet; calm; leisurely,N2,俺の師匠は悠々自適の生活をしている。,My master is living a life free from worldly cares.
有難い,ありがたい,grateful; thankful; welcome; appreciated; evoking gratitude,N2,それは有難い。,That's very big of you.
有無,うむ,yes or no; existence; flag indicator (comp); presence or absence marker,N2,排卵の有無を調べる方法はありますか？,Is there some way to check for ovulation?
有料,ゆうりょう,admission-paid; toll,N2,配達は有料ですか。,Do you charge for delivery?
湧く,わく,to boil; to grow hot; to get excited; to gush forth,N2,胡麻をするというのはイメージが湧くけど、すりおろすっていうのはイメージしにくいな。,"I can imagine grinding sesame seeds, but it's hard for me to picture grating them."
遊園地,ゆうえんち,amusement park,N2,昨日遊園地でばったり先生に会ったよ。,"Yesterday, I ran into my teacher at the amusement park."
郵送,ゆうそう,mailing,N2,本は郵送しますね。,I'll send you the book by mail.
夕刊,ゆうかん,evening paper,N2,夕刊はもう来た？,Has the evening paper arrived yet?
夕日,ゆうひ,(in) the evening sun; setting sun,N2,あの夕日を見て。,Look at the setting sun.
夕立,ゆうだち,(sudden) evening shower (rain),N2,夕立に遭いました。,I was caught in an evening shower.
予備,よび,preparation; preliminaries; reserve; spare,N2,予備はありますか？,Do you have an extra one?
余る,あまる,to remain; to be left over; to be in excess; to be too many,N2,身に余る栄光。,The honor you are giving me is more than I deserve.
余計,よけい,too much; unnecessary; abundance; surplus; excess; superfluity,N2,余計なお節介だ。,Go about your business.
余所,よそ,another place; somewhere else; strange parts,N2,,
預かる,あずかる,to keep in custody; to receive on deposit; to take charge of,N2,銀行は人の金を預かる。,The bank keeps money for people.
幼児,ようじ,infant; baby; child,N2,トムは幼児です。,Tom is a little kid.
幼稚,ようち,infancy; childish; infantile,N2,彼は幼稚園に通っている。,He goes to kindergarten.
幼稚園,ようちえん,kindergarten,N2,彼は幼稚園に通っている。,He goes to kindergarten.
容器,ようき,container; vessel,N2,容器を見ずに中身を見よ。,Do not look upon the vessel but upon that which it contains.
容積,ようせき,capacity; volume,N2,容積を計算するためには縦と横と深さをかければよい。,"To calculate the capacity, multiply the length by the width by the depth."
揚げる,あげる,to lift; to fry,N2,得手に帆を揚げる。,Hoist your sail when the wind is fair.
洋品店,ようひんてん,shop which handles Western-style apparel and accessories,N2,,
溶かす,とかす,to melt; to dissolve,N2,４．中華鍋にごま油を熱してバターを溶かす。,4. Heat the sesame oil in the wok and melt the butter.
溶く,とく,to dissolve (paint),N2,,
溶ける,とける,to melt; to thaw; to fuse; to dissolve,N2,砂糖は水に溶ける。,Sugar dissolves in water.
溶け込む,とけこむ,to melt into,N2,空が海と一つに溶け込むように見えた。,The sky seemed to blend with the sea.
溶岩,ようがん,lava,N2,火山は炎と溶岩を吹き出す。,The volcano shoots out flames and lava.
用語,ようご,term; terminology,N2,当社の公用語は日本語です。,"In our company, the official language is Japanese."
用途,ようと,use; usefulness,N2,何の用途で使うのかわからん。,I'm not sure what it's used for.
羊毛,ようもう,wool,N2,羊は羊毛を与えてくれる。,Sheep provide us with wool.
要旨,ようし,gist; essentials; summary; fundamentals,N2,以下は大統領の演説の要旨だ。,The following is a summary of the President's speech.
要領,ようりょう,point; gist; essentials; outline,N2,要領はわかってるよ。,I know the ropes.
陽射,ひざし,sunlight; rays of the sun,N2,陽射しが強いので帽子をかぶろう。,It's a good idea to cover up when the sun is this strong.
養分,ようぶん,nourishment; nutrient,N2,このビタミン剤は栄養分を豊富に含んでいる。,The vitamin pill contains abundant nutrition.
欲張り,よくばり,avarice; covetousness; greed,N2,持てば持つほど、欲張りになる。,"The more you have, the more you want."
浴衣,ゆかた,bathrobe; informal summer kimono; yukata,N2,この浴衣欲しいな。,I really want this yukata.
来日,らいにち,arrival in Japan; coming to Japan; visit to Japan,N2,初来日はいつ頃でしたか？,When did you first come to Japan?
頼もしい,たのもしい,reliable; trustworthy; hopeful; promising,N2,彼は頼もしい男だ。,He is a man to be depended on.
落し物,おとしもの,lost property,N2,,
落第,らくだい,failure; dropping out of a class,N2,落第しちゃう！,I will be a repeater!
落着く,おちつく,to calm down; to settle down,N2,,
乱暴,らんぼう,rude; violent; rough; lawless; unreasonable; reckless,N2,道具を乱暴に扱うな。,Don't handle the tools roughly.
欄,らん,column of text (e.g. as in a newspaper),N2,空欄を埋めなさい。,Fill in the blanks.
利害,りがい,advantages and disadvantages; interest,N2,彼の利害は私と一致しない。,His interests clash with mine.
理科,りか,science,N2,物理科学を研究しています。,We're studying physical science.
裏口,うらぐち,backdoor; rear entrance,N2,裏口が全開だよ。,The back door's wide open.
裏返す,うらがえす,to turn inside out; to turn (something) over,N2,,
立ち止まる,たちどまる,to stop; to halt; to stand still,N2,立ち止まるな。,Move along now.
略す,りゃくす,to abbreviate,N2,その文からこの言葉を省略すべきです。,You should omit this word from the sentence.
流域,りゅういき,(river) basin,N2,ダムが切れて流域に大水が押し寄せた。,The dam gave way and sent a great flush of water down the valley.
流行る,はやる,to flourish; to thrive; to be popular; to come into fashion,N2,イタリアのファッション・デザイナーは、今年は白の水着が流行るだろうと言っている。,Some Italian fashion designers are saying that white bathing suits will catch on this year.
流石,さすが,clever; adept; good; expectations; as one would expect,N2,,
溜まる,たまる,to collect; to gather; to save,N2,人は溜まれば溜まるほど欲しくなるものだ。,"The more you have, the more you want."
溜める,ためる,to amass; to accumulate,N2,,
溜息,ためいき,a sigh,N2,「ああ！」と彼女は溜息をつきました。,"""Aah!"" she sighed."
留まる,とどまる,(1) to be fixed; (2) to abide; to stay (in the one place),N2,行くも留まるも君次第だよ。,"You can go or stay, as you wish."
留守番,るすばん,care-taking; caretaker; house-watching,N2,留守番しててね。,Would you look after the place while I'm out?
粒,つぶ,grain,N2,大粒の雪が降った。,Snow fell in large flakes.
両側,りょうがわ,both sides,N2,道の両側に桜がある。,On both sides of the road there are cherry trees.
寮,りょう,hostel; dormitory,N2,同じ寮なんだ。,We all live in the same dorm.
涼む,すずむ,to cool oneself; to cool off; to enjoy evening cool,N2,ここは風通しが良くて、涼むにはもってこいの場所なんだ。,It's well-ventilated and an ideal place to cool down.
量る,はかる,to measure; to weigh; to survey,N2,今日から毎日体重量ることにした。,I have decided to weigh myself every day starting today.
領事,りょうじ,consul,N2,領事館で働いています。,I work at the consulate.
領収,りょうしゅう,receipt; voucher,N2,領収書をください。,Please give me a receipt.
